id,cid,pid,p,ap,v,ciso,u,dt,yoypc,seqpc
18315_38_13001_FY-2040_validation,18315,38,FY-2040,,6.320425913161703,,9,E,,
18315_4449_13001_FY-2016,18315,4449,FY-2016,FY-2016,,XXX,9,A,,
18315_96_13001_FY-2027_validation,18315,96,FY-2027,,3.3360344145700145,,9,E,,
18315_36_13001_FY-2021_validation,18315,36,FY-2021,,,,9,,,
18315_72_13001_FY-2033_validation,18315,72,FY-2033,,,,9,,,
18315_91_13001_FY-2023_validation,18315,91,FY-2023,,,,9,,,
18315_203_13001_1HFY-2018,18315,203,1HFY-2018,1HFY-2018,11164800000.0,INR,1,A,,
18315_214_13001_1HFY-2022,18315,214,1HFY-2022,1HFY-2022,,INR,1,A,,
18315_214_13001_FY-2020,18315,214,FY-2020,FY-2020,,INR,1,A,,
18315_214_13001_4QFY-2019,18315,214,4QFY-2019,4QFY-2019,-14300000.0,INR,1,A,-16.02198223747531,
18315_30_13001_FY-2033_validation,18315,30,FY-2033,,12.003891329656321,,9,E,,
18315_31_13001_FY-2019_validation,18315,31,FY-2019,,3.177095595697179,,9,A,,
18315_32_13001_FY-2029_validation,18315,32,FY-2029,,4.1644865056362805,,9,E,,
18315_53_13001_FY-2026_validation,18315,53,FY-2026,,28.43638137498059,,9,E,,
18315_56_13001_FY-2022_validation,18315,56,FY-2022,,,,9,,,
18315_56_13001_FY-2038_validation,18315,56,FY-2038,,0.7658193980141422,,9,E,,
18315_56_13001_FY-2027_validation,18315,56,FY-2027,,3.3360344145700145,,9,E,,
18315_57_13001_FY-2032_validation,18315,57,FY-2032,,7.367295416138829,,9,E,,
18315_35_13001_FY-2036_validation,18315,35,FY-2036,,5.089088575103337,,9,E,,
18315_37_13001_FY-2030_validation,18315,37,FY-2030,,2.273008647755269,,9,E,,
18315_37_13001_FY-2029_validation,18315,37,FY-2029,,2.5388988675680344,,9,E,,
18315_58_13001_FY-2026_validation,18315,58,FY-2026,,3.071726427071373,,9,E,,
18315_59_13001_FY-2034_validation,18315,59,FY-2034,,,,9,,,
18315_100_13001_FY-2027_validation,18315,100,FY-2027,,19.799057088688635,,9,E,,
18315_103_13001_FY-2035_validation,18315,103,FY-2035,,5.916476190288112,,9,E,,
18315_39_13001_FY-2034_validation,18315,39,FY-2034,,6.29214823942372,,9,E,,
18315_41_13001_FY-2039_validation,18315,41,FY-2039,,8.331941188164068,,9,E,,
18315_69_13001_FY-2030_validation,18315,69,FY-2030,,1.5992591145729096,,9,E,,
18315_69_13001_FY-2040_validation,18315,69,FY-2040,,,,9,,,
18315_104_13001_FY-2021_validation,18315,104,FY-2021,,,,9,,,
18315_104_13001_FY-2030_validation,18315,104,FY-2030,,14.687198156733903,,9,E,,
18315_104_13001_FY-2033_validation,18315,104,FY-2033,,9.986976454631462,,9,E,,
18315_104_13001_FY-2018_validation,18315,104,FY-2018,,,,9,,,
18315_108_13001_FY-2027_validation,18315,108,FY-2027,,37.34828239548735,,9,E,,
18315_44_13001_FY-2027_validation,18315,44,FY-2027,,32.32096709765217,,9,E,,
18315_75_13001_FY-2024_validation,18315,75,FY-2024,,2.1492158277586375,,9,E,,
18315_75_13001_FY-2022_validation,18315,75,FY-2022,,,,9,A,,
18315_48_13001_FY-2040_validation,18315,48,FY-2040,,2.969801731872145,,9,E,,
18315_51_13001_FY-2029_validation,18315,51,FY-2029,,16.682126581480997,,9,E,,
18315_79_13001_FY-2039_validation,18315,79,FY-2039,,,,9,,,
18315_13741619_13001_4QFY-2017,18315,13741619,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_13741621_13001_FY-2018,18315,13741621,FY-2018,FY-2018,3432100000.0,INR,1,A,,
18315_13741622_13001_FY-2027,18315,13741622,FY-2027,FY-2027,-1090098546.97963,INR,1,E,-52.36938558689369,-52.36938558689369
18315_13741623_13001_1HFY-2020,18315,13741623,1HFY-2020,1HFY-2020,1770600000.0,INR,1,A,3.5680861020121664,
18315_13741623_13001_FY-2017,18315,13741623,FY-2017,FY-2017,,INR,1,A,,
18315_13741625_13001_2QFY-2018,18315,13741625,2QFY-2018,2QFY-2018,215700000.0,INR,1,A,,-1.2362637362637363
18315_13741625_13001_3QFY-2027,18315,13741625,3QFY-2027,3QFY-2027,450856975.0,INR,1,E,3.650047128603614,0.1110230390014499
18315_13741627_13001_2QFY-2019,18315,13741627,2QFY-2019,2QFY-2019,4300000.0,INR,1,A,106.37037037037035,315.0
18315_13741634_13001_2QFY-2019,18315,13741634,2QFY-2019,2QFY-2019,6786800000.0,INR,1,A,6.3495048263758305,9.952207371405427
18315_13741636_13001_1HFY-2024,18315,13741636,1HFY-2024,1HFY-2024,13.53115302116308,INR,1,A,29.909513989214943,
18315_13741637_13001_1HFY-2024,18315,13741637,1HFY-2024,1HFY-2024,13.529032576853128,INR,1,A,29.964813946150105,
18315_13741644_13001_FY-2028,18315,13741644,FY-2028,FY-2028,7585292731.159855,INR,1,E,10.268319383311674,10.268319383311674
18315_13741649_13001_FY-2024,18315,13741649,FY-2024,FY-2024,17627700000.0,INR,1,A,4.526102322051185,4.526102322051185
18315_13741652_13001_1HFY-2024,18315,13741652,1HFY-2024,1HFY-2024,24870800000.0,INR,1,A,,
18315_13741657_13001_2QFY-2021,18315,13741657,2QFY-2021,2QFY-2021,,INR,1,A,,
18315_13741665_13001_1HFY-2023,18315,13741665,1HFY-2023,1HFY-2023,2830000000.0,INR,1,A,8.466521022574835,-19.092000686145578
18315_13741667_13001_1QFY-2020,18315,13741667,1QFY-2020,1QFY-2020,6300000.0,INR,1,A,,144.05594405594405
18315_13741667_13001_FY-2020,18315,13741667,FY-2020,FY-2020,,INR,1,A,,
18315_13741669_13001_4QFY-2017,18315,13741669,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_13741669_13001_3QFY-2017,18315,13741669,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13741674_13001_4QFY-2027,18315,13741674,4QFY-2027,4QFY-2027,8426966.0,XXX,6,E,14.96283416335128,17.532357268287065
18315_13741678_13001_1HFY-2019,18315,13741678,1HFY-2019,1HFY-2019,279.0725126475548,INR,1,A,-0.8676758087264967,
18315_13741683_13001_3QFY-2019,18315,13741683,3QFY-2019,3QFY-2019,158823529.4117647,XXX,6,A,-0.01703196975434051,0.45683605708096153
18315_13741683_13001_3QFY-2018,18315,13741683,3QFY-2018,3QFY-2018,158850584.79532164,XXX,6,A,,-0.03980496822808275
18315_13741684_13001_FY-2019,18315,13741684,FY-2019,FY-2019,159000000.0,XXX,6,A,0.0,0.0
18315_13741738_13001_FY-2027,18315,13741738,FY-2027,FY-2027,37.39523004829267,INR,1,E,-0.5239887450515768,-0.5239887450515768
18315_13741772_13001_FY-2028,18315,13741772,FY-2028,FY-2028,-121738028.49615347,INR,1,E,1.4851027311927925,1.4851027311927925
18315_13741773_13001_FY-2018,18315,13741773,FY-2018,FY-2018,-444166666.66666776,INR,1,A,,
18315_13766599_13001_2QFY-2020,18315,13766599,2QFY-2020,2QFY-2020,336.779746835443,INR,1,A,-3.0371271709118157,1.642016563167133
18315_13766599_13001_3QFY-2019,18315,13766599,3QFY-2019,3QFY-2019,345.83579154375616,INR,1,A,-3.106351507137278,-0.42978477684629135
18315_13766601_13001_FY-2021,18315,13766601,FY-2021,FY-2021,11190500000.0,INR,1,A,-2.0533737122651003,-2.0533737122651003
18315_13766601_13001_3QFY-2017,18315,13766601,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13766603_13001_3QFY-2021,18315,13766603,3QFY-2021,3QFY-2021,127500000.0,INR,1,A,57.60197775030902,48.428405122235155
18315_13766606_13001_FY-2026,18315,13766606,FY-2026,FY-2026,3530391684.1516566,INR,1,E,33.1971961573913,33.1971961573913
18315_13799002_13001_1QFY-2023,18315,13799002,1QFY-2023,1QFY-2023,14680000.0,XXX,6,A,28.998242530755714,6.841339155749636
18315_13798998_13001_1QFY-2019,18315,13798998,1QFY-2019,1QFY-2019,88.8295505117935,XXX,2,A,655.7981527446898,-818.8696039163303
18315_15123881_13001_3QFY-2023,18315,15123881,3QFY-2023,3QFY-2023,26300000.0,XXX,59,A,24.056603773584907,-10.54421768707483
18315_15123914_13001_3QFY-2022,18315,15123914,3QFY-2022,3QFY-2022,16.913540911870705,INR,1,A,2.9043836096164557,18.12234979840942
18315_15123916_13001_FY-2026,18315,15123916,FY-2026,FY-2026,51.07538508035443,INR,1,E,-0.8307241036855487,-0.8307241036855487
18315_15182885_13001_FY-2021,18315,15182885,FY-2021,FY-2021,14.461145672264376,XXX,2,A,349.92901233169,349.92901233169
18315_15321060_13001_2QFY-2021,18315,15321060,2QFY-2021,2QFY-2021,5.643406720154763,INR,1,A,-3.5719614596604616,372.1310462407255
18315_15321063_13001_FY-2020,18315,15321063,FY-2020,FY-2020,2535300000.0,INR,1,A,8.536324328952439,8.536324328952439
18315_5641_13001_1QFY-2018,18315,5641,1QFY-2018,1QFY-2018,509800000.0,INR,1,A,,
18315_5644_13001_3QFY-2019,18315,5644,3QFY-2019,3QFY-2019,4.096654367526748,INR,1,A,20.8593254975675,23.21177778149201
18315_5650_13001_1QFY-2025,18315,5650,1QFY-2025,1QFY-2025,68.960981749528,INR,1,A,3.217520268825923,-9.130434504044484
18315_5645_13001_3QFY-2028,18315,5645,3QFY-2028,3QFY-2028,8.92921,INR,1,E,-5.181546314347839,0.7826299934423261
18315_300072_13001_FY-2019,18315,300072,FY-2019,FY-2019,-3.013029315960912,XXX,2,A,,
18315_557_13001_FY-2028,18315,557,FY-2028,FY-2028,9613774378.03709,INR,1,E,9.568952153553782,9.568952153553782
18315_300097_13001_2QFY-2018,18315,300097,2QFY-2018,2QFY-2018,,XXX,2,A,,
18315_300100_13001_3QFY-2020,18315,300100,3QFY-2020,3QFY-2020,40.594900849858355,XXX,2,A,9.579728520954944,49.30370786600591
18315_300101_13001_3QFY-2021,18315,300101,3QFY-2021,3QFY-2021,1817700000.0,INR,1,A,63.271355429803286,26.5014962767068
18315_5760_13001_FY-2023,18315,5760,FY-2023,FY-2023,-6.517587139901321,XXX,2,A,-2882.0925510758334,-2882.0925510758334
18315_719490_13001_3QFY-2018,18315,719490,3QFY-2018,3QFY-2018,13.264363643696935,XXX,2,A,,-170.0700492292219
18315_719490_13001_2QFY-2027,18315,719490,2QFY-2027,2QFY-2027,11.986858869008962,XXX,2,E,56.5170811940229,1.6671016472807665
18315_719490_13001_1HFY-2019,18315,719490,1HFY-2019,1HFY-2019,11.612518959534501,XXX,2,A,-246.47474711258042,
18315_719490_13001_4QFY-2021,18315,719490,4QFY-2021,4QFY-2021,17.259661315891698,XXX,2,A,728.6346795310145,-113.54622646026229
18315_719490_13001_2QFY-2028,18315,719490,2QFY-2028,2QFY-2028,12.26142677221485,XXX,2,E,27.45679032058881,1.7294679959249493
18315_719488_13001_4QFY-2027,18315,719488,4QFY-2027,4QFY-2027,1884551572.48773,INR,1,E,23.295877555191623,17.939063358642493
18315_719488_13001_1QFY-2022,18315,719488,1QFY-2022,1QFY-2022,539000000.0000007,INR,1,A,264.37938395852416,-67.21411192214107
18315_719488_13001_2QFY-2021,18315,719488,2QFY-2021,2QFY-2021,1163300000.0,INR,1,A,47.10419828022269,454.77279658432445
18315_719488_13001_1QFY-2019,18315,719488,1QFY-2019,1QFY-2019,741433333.3333327,INR,1,A,-10.096600784123602,-23.728697321949042
18315_719488_13001_2QFY-2022,18315,719488,2QFY-2022,2QFY-2022,1523400000.0,INR,1,A,30.955041691739016,182.6345083487937
18315_719488_13001_1QFY-2026,18315,719488,1QFY-2026,1QFY-2026,1432200000.0,INR,1,A,12.173981150301536,50.869061413673386
18315_719492_13001_FY-2026,18315,719492,FY-2026,FY-2026,32.04851009888896,XXX,2,E,3272.8619765830686,3272.8619765830686
18315_719492_13001_3QFY-2018,18315,719492,3QFY-2018,3QFY-2018,-12.694209391073503,XXX,2,A,,-3449.6076736774967
18315_719492_13001_4QFY-2026,18315,719492,4QFY-2026,4QFY-2026,10.59774090110979,XXX,2,E,2586.9172045957293,978.0037009431938
18315_719492_13001_4QFY-2021,18315,719492,4QFY-2021,4QFY-2021,6.607872381817003,XXX,2,A,2877.423982646097,-2595.466522671046
18315_719492_13001_FY-2024,18315,719492,FY-2024,FY-2024,21.23536271772509,XXX,2,A,2944.179766901223,2944.179766901223
18315_719492_13001_3QFY-2028,18315,719492,3QFY-2028,3QFY-2028,0.833532630804414,XXX,2,E,1.176918312270503,-1066.014388031482
18315_719492_13001_3QFY-2020,18315,719492,3QFY-2020,3QFY-2020,5.652503793626796,XXX,2,A,-855.2173214940087,699.5705323189986
18315_719494_13001_3QFY-2025,18315,719494,3QFY-2025,3QFY-2025,-19.857953191286526,XXX,2,A,-5896.676560425649,-223.0551353358372
18315_719494_13001_3QFY-2019,18315,719494,3QFY-2019,3QFY-2019,12.487457101901674,XXX,2,A,,2649.4425743016654
18315_719494_13001_FY-2021,18315,719494,FY-2021,FY-2021,30.64665474987052,XXX,2,A,4524.588344892443,4524.588344892443
18315_719495_13001_2QFY-2026,18315,719495,2QFY-2026,2QFY-2026,89.72450875299195,XXX,2,E,13364.471690563721,-10184.10333338865
18315_719495_13001_2HFY-2022,18315,719495,2HFY-2022,2HFY-2022,-7.785836740076487,XXX,2,A,-5056.175563111778,-3029.381634164674
18315_4250_13001_2QFY-2028,18315,4250,2QFY-2028,2QFY-2028,2276012376.21938,INR,1,E,-2.209368650130603,8.823393379407966
18315_4251_13001_1HFY-2021,18315,4251,1HFY-2021,1HFY-2021,13.748522831718969,XXX,2,A,-118.07539607485324,-94.27944347055934
18315_263346_13001_3QFY-2017,18315,263346,3QFY-2017,3QFY-2017,,XXX,2,A,,
18315_1207_13001_FY-2027,18315,1207,FY-2027,FY-2027,2591834371.566822,INR,1,E,19.37102891508928,19.37102891508928
18315_190_13001_1QFY-2019,18315,190,1QFY-2019,1QFY-2019,6570200000.0,INR,1,A,4.592705796201665,-12.402005226387926
18315_716477_13001_2HFY-2021,18315,716477,2HFY-2021,2HFY-2021,17908300000.0,INR,1,A,28.52785393371324,80.87912975850192
18315_716477_13001_3QFY-2022,18315,716477,3QFY-2022,3QFY-2022,10682300000.0,INR,1,A,27.42508827178166,9.725232396897951
18315_716477_13001_2QFY-2021,18315,716477,2QFY-2021,2QFY-2021,7125100000.0,INR,1,A,-0.30363239491800526,156.70485660758033
18315_716477_13001_FY-2028,18315,716477,FY-2028,FY-2028,65273273141.5555,INR,1,E,10.829583530591043,10.829583530591043
18315_716477_13001_2QFY-2025,18315,716477,2QFY-2025,2QFY-2025,11792700000.0,INR,1,A,5.1398869492341435,7.035431296081718
18315_263368_13001_3QFY-2020,18315,263368,3QFY-2020,3QFY-2020,-2.807670983608888,XXX,2,A,-1510.4925134311316,-81.26217704303652
18315_209_13001_4QFY-2023,18315,209,4QFY-2023,4QFY-2023,297800000.0,INR,1,A,-23.914154317833418,14.318618042226488
18315_208_13001_2HFY-2020,18315,208,2HFY-2020,2HFY-2020,1508600000.0,INR,1,A,,-6.640262392474727
18315_210_13001_4QFY-2019,18315,210,4QFY-2019,4QFY-2019,668600000.0,INR,1,A,-3.9781703288812293,3.1790123456788604
18315_211_13001_FY-2027,18315,211,FY-2027,FY-2027,84034189.51803108,INR,1,E,11.010690568499468,11.010690568499468
18315_204_13001_4QFY-2028,18315,204,4QFY-2028,4QFY-2028,2181491874.0563,INR,1,E,52.26356591710201,20.856316320826103
18315_217_13001_4QFY-2021,18315,217,4QFY-2021,4QFY-2021,1270900000.0,INR,1,A,156.28150836862272,6.852194383722885
18315_219_13001_3QFY-2017,18315,219,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_219_13001_1HFY-2025,18315,219,1HFY-2025,1HFY-2025,10.92,INR,1,A,-19.284678945939913,
18315_221_13001_4QFY-2022,18315,221,4QFY-2022,4QFY-2022,158900000.0,XXX,6,A,0.0,0.0
18315_219_13001_2QFY-2021,18315,219,2QFY-2021,2QFY-2021,5.60855884203902,INR,1,A,-4.307237269642215,429.063046451736
18315_5856_13001_FY-2018,18315,5856,FY-2018,FY-2018,56100000.0,INR,1,A,,
18315_5856_13001_1HFY-2024,18315,5856,1HFY-2024,1HFY-2024,-44500000.0,INR,1,A,-32.83582089552239,
18315_617227_13001_2QFY-2018,18315,617227,2QFY-2018,2QFY-2018,63270000.0,XXX,59,A,,-7.323861139592794
18315_719642_13001_FY-2023,18315,719642,FY-2023,FY-2023,5920600000.000003,INR,1,A,-3.849292543797278,-3.849292543797278
18315_719642_13001_4QFY-2020,18315,719642,4QFY-2020,4QFY-2020,933699999.9999996,INR,1,A,-24.052383276395016,-16.132219527530797
18315_719642_13001_FY-2025,18315,719642,FY-2025,FY-2025,6968548739.709178,INR,1,A,-1.075355397851017,-1.075355397851017
18315_719642_13001_FY-2021,18315,719642,FY-2021,FY-2021,5088200000.0,INR,1,A,22.341909112767492,22.341909112767492
18315_716478_13001_1HFY-2023,18315,716478,1HFY-2023,1HFY-2023,-3.871003419386354,XXX,2,A,1040.282491719501,-4521.844122919739
18315_716478_13001_1HFY-2021,18315,716478,1HFY-2021,1HFY-2021,-28.94268448476323,XXX,2,A,,-2743.4912354160333
18315_716479_13001_2QFY-2019,18315,716479,2QFY-2019,2QFY-2019,8.056850855891422,XXX,2,A,,346.41450596897573
18315_716479_13001_2QFY-2021,18315,716479,2QFY-2021,2QFY-2021,-0.303632394918005,XXX,2,A,116.19478397402791,6004.437257658159
18315_716479_13001_2QFY-2028,18315,716479,2QFY-2028,2QFY-2028,10.419959678761144,XXX,2,E,25.472769506599136,-1.1418504433271082
18315_716479_13001_4QFY-2022,18315,716479,4QFY-2022,4QFY-2022,15.66807697556981,XXX,2,A,-3041.345176499825,-1175.7011296211847
18315_60729_13001_FY-2025,18315,60729,FY-2025,FY-2025,66.95345485612945,XXX,9,A,-4.3852866788729505,-4.3852866788729505
18315_4430_13001_4QFY-2016,18315,4430,4QFY-2016,4QFY-2016,,XXX,2,A,,
18315_4431_13001_1QFY-2020,18315,4431,1QFY-2020,1QFY-2020,-13.803481373027493,XXX,2,A,556.8551607733815,-1554.9736442132848
18315_719643_13001_1HFY-2025,18315,719643,1HFY-2025,1HFY-2025,14.4052679961832,XXX,2,A,-155.740098842233,
18315_719643_13001_1QFY-2019,18315,719643,1QFY-2019,1QFY-2019,14.735218613334947,XXX,2,A,-187.01589118572775,-127.32609344225061
18315_719643_13001_3QFY-2028,18315,719643,3QFY-2028,3QFY-2028,15.531527721097456,XXX,2,E,11.606564036458877,-5.812224189510751
18315_719643_13001_1QFY-2025,18315,719643,1QFY-2025,1QFY-2025,15.402740070464642,XXX,2,A,-49.701844038357734,108.19077372664995
18315_3941_13001_3QFY-2023,18315,3941,3QFY-2023,3QFY-2023,-8300000.0,INR,1,A,-118.82086167800455,-118.56823266219239
18315_719644_13001_4QFY-2027,18315,719644,4QFY-2027,4QFY-2027,13.922123104814716,XXX,2,E,704.2844108476535,1328.554145869136
18315_719644_13001_FY-2019,18315,719644,FY-2019,FY-2019,-1.505390481199053,XXX,2,A,,
18315_719644_13001_FY-2023,18315,719644,FY-2023,FY-2023,-3.830228886738623,XXX,2,A,-2484.797583064806,-2484.797583064806
18315_719644_13001_2QFY-2026,18315,719644,2QFY-2026,2QFY-2026,-2.825253527324735,XXX,2,E,351.4732024474464,-3786.8976877761966
18315_719644_13001_FY-2022,18315,719644,FY-2022,FY-2022,21.017746943909437,XXX,2,A,-132.41621688580557,-132.41621688580557
18315_719645_13001_2QFY-2027,18315,719645,2QFY-2027,2QFY-2027,12.67277982944052,XXX,2,E,-160.08081245185738,1193.321855361905
18315_719645_13001_2QFY-2021,18315,719645,2QFY-2021,2QFY-2021,36.54851278152618,XXX,2,A,3992.74495182813,14369.159464851844
18315_719645_13001_3QFY-2028,18315,719645,3QFY-2028,3QFY-2028,11.267374028052995,XXX,2,E,-111.94182454674113,2.1003883389939304
18315_719645_13001_4QFY-2022,18315,719645,4QFY-2022,4QFY-2022,-13.088566490336772,XXX,2,A,-11757.608924925298,-1422.7368272809126
18315_4515_13001_3QFY-2027,18315,4515,3QFY-2027,3QFY-2027,2.479737782423885,XXX,2,E,-197.82937686450904,-2006.429562728713
18315_2493_13001_2QFY-2024,18315,2493,2QFY-2024,2QFY-2024,,XXX,9,A,,
18315_2496_13001_1HFY-2021,18315,2496,1HFY-2021,1HFY-2021,38.05387497853687,XXX,2,A,-236.33247924344545,-290.8129987946545
18315_2496_13001_1HFY-2024,18315,2496,1HFY-2024,1HFY-2024,38.4834274995997,XXX,2,A,375.4906612534626,
18315_2498_13001_FY-2026,18315,2498,FY-2026,FY-2026,13.7382865280337,XXX,2,E,329.054787468003,329.054787468003
18315_2500_13001_1QFY-2018,18315,2500,1QFY-2018,1QFY-2018,8.115637486667621,XXX,2,A,,
18315_2508_13001_1HFY-2024,18315,2508,1HFY-2024,1HFY-2024,132.79082634581215,XXX,2,A,,
18315_5596_13001_FY-2028,18315,5596,FY-2028,FY-2028,7422741458.478877,INR,1,E,11.00727981406266,11.00727981406266
18315_5654_13001_3QFY-2024,18315,5654,3QFY-2024,3QFY-2024,1041900000.0,INR,1,A,40.19106566200215,-3.4920340866987774
18315_217_13001_1QFY-2021,18315,217,1QFY-2021,1QFY-2021,-271000000.0,INR,1,A,-153.12683787492648,-154.64811453922164
18315_5658_13001_4QFY-2023,18315,5658,4QFY-2023,4QFY-2023,75.7748427672956,INR,1,A,9.286340056485312,10.350027180292637
18315_617227_13001_3QFY-2025,18315,617227,3QFY-2025,3QFY-2025,93100000.0,XXX,59,A,11.670864819479428,5.795454545454545
18315_2496_13001_4QFY-2022,18315,2496,4QFY-2022,4QFY-2022,35.07873837077376,XXX,2,A,-565.6791964865761,-191.32951800533036
18315_5640_13001_FY-2023,18315,5640,FY-2023,FY-2023,3524100000.0,INR,1,A,-6.5175871399013205,-6.5175871399013205
18315_60729_13001_FY-2023,18315,60729,FY-2023,FY-2023,71.2602665948566,XXX,9,A,6.219730510840011,6.219730510840011
18315_300086_13001_4QFY-2020,18315,300086,4QFY-2020,4QFY-2020,-12.041009038176178,XXX,2,A,-1952.2289358783646,-1576.5752979520557
18315_1200_13001_FY-2021,18315,1200,FY-2021,FY-2021,-1012100000.0,INR,1,A,18.372449391079925,18.372449391079925
18315_218_13001_FY-2021,18315,218,FY-2021,FY-2021,19.36434897945072,INR,1,A,20.575024778647087,20.575024778647087
18315_5653_13001_1QFY-2024,18315,5653,1QFY-2024,1QFY-2024,1386900000.0,INR,1,A,14.402375649591686,-2.0689168196582406
18315_4450_13001_FY-2024,18315,4450,FY-2024,FY-2024,33.55911034250854,XXX,2,A,5452.421911656982,5452.421911656982
18315_2680_13001_FY-2022,18315,2680,FY-2022,FY-2022,13.67569116692121,XXX,2,A,126.73289660028182,126.73289660028182
18315_1215_13001_FY-2022,18315,1215,FY-2022,FY-2022,4658800000.0,INR,1,A,24.87402165755334,24.87402165755334
18315_204_13001_2QFY-2025,18315,204,2QFY-2025,2QFY-2025,1183200000.0,INR,1,A,-17.627401837928154,-8.321710832171084
18315_4437_13001_FY-2022,18315,4437,FY-2022,FY-2022,23.17045878403581,XXX,2,A,-747.9166956685681,-747.9166956685681
18315_13741670_13001_1QFY-2023,18315,13741670,1QFY-2023,1QFY-2023,5381200000.0,INR,1,A,84.6607872070279,-3.6749306363555
18315_13741672_13001_FY-2025,18315,13741672,FY-2025,FY-2025,10434400000.0,INR,1,A,6.44522881684451,6.44522881684451
18315_13741675_13001_1QFY-2021,18315,13741675,1QFY-2021,1QFY-2021,1940000.0,XXX,6,A,-55.40229885057472,-52.21674876847291
18315_13766605_13001_2QFY-2024,18315,13766605,2QFY-2024,2QFY-2024,-30800000.0,INR,1,A,15.846994535519126,-96.17834394904459
18315_13741683_13001_1QFY-2021,18315,13741683,1QFY-2021,1QFY-2021,159000000.0,XXX,6,A,0.05685159772593428,0.0
18315_15030367_13001_1QFY-2023,18315,15030367,1QFY-2023,1QFY-2023,929600000.0,INR,1,A,115.884811890385,-2.923976608187231
18315_13799003_13001_4QFY-2022,18315,13799003,4QFY-2022,4QFY-2022,4490000.0,XXX,6,A,18.157894736842106,1.583710407239819
18315_13741684_13001_3QFY-2025,18315,13741684,3QFY-2025,3QFY-2025,159303278.6885246,XXX,6,A,-0.15832519089492914,-0.18733695557019686
18315_13741710_13001_3QFY-2025,18315,13741710,3QFY-2025,3QFY-2025,1136900000.0,INR,1,A,-18.711568711568713,-3.9131169709263016
18315_13741622_13001_2QFY-2021,18315,13741622,2QFY-2021,2QFY-2021,226400000.0,INR,1,A,232.2429906542056,-77.29870650757043
18315_13798997_13001_1QFY-2025,18315,13798997,1QFY-2025,1QFY-2025,103.0928300063585,XXX,2,A,849.0776703721892,1010.6455020082848
18315_13798999_13001_FY-2023,18315,13798999,FY-2023,FY-2023,97.78050275904353,XXX,2,A,66.40254863162625,66.40254863162625
18315_13741639_13001_FY-2021,18315,13741639,FY-2021,FY-2021,149000000.0,INR,1,A,-41.978193146417446,-41.978193146417446
18315_13741737_13001_4QFY-2025,18315,13741737,4QFY-2025,4QFY-2025,2.67,INR,1,A,-58.47589424572317,-45.28688524590164
18315_13741680_13001_FY-2024,18315,13741680,FY-2024,FY-2024,6666700000.0,INR,1,A,-10.902773137320414,-10.902773137320414
18315_13766599_13001_FY-2022,18315,13766599,FY-2022,FY-2022,366.9430504036657,INR,1,A,9.297376447849134,9.297376447849134
18315_13741621_13001_FY-2022,18315,13741621,FY-2022,FY-2022,8048200000.0,INR,1,A,53.81175346392738,53.81175346392738
18315_13741638_13001_FY-2018,18315,13741638,FY-2018,FY-2018,11310700000.0,INR,1,A,,
18315_13741656_13001_2QFY-2025,18315,13741656,2QFY-2025,2QFY-2025,858000000.0,INR,1,A,,
18315_15123916_13001_2QFY-2023,18315,15123916,2QFY-2023,2QFY-2023,51.17258148683672,INR,1,A,52.51040003866857,-1.4429356935404496
18315_5653_13001_4QFY-2028,18315,5653,4QFY-2028,4QFY-2028,2181491874.0563,INR,1,E,52.26356591710201,20.856316320826103
18315_4250_13001_2QFY-2018,18315,4250,2QFY-2018,2QFY-2018,1220200000.0,INR,1,A,,16.978237944588244
18315_205_13001_FY-2026,18315,205,FY-2026,FY-2026,317460156.2770109,INR,1,E,39.78870818010168,39.78870818010168
18315_210_13001_1HFY-2021,18315,210,1HFY-2021,1HFY-2021,620200000.0,INR,1,A,-56.99029126213592,-43.659156976744185
18315_217_13001_2QFY-2020,18315,217,2QFY-2020,2QFY-2020,931899999.999999,INR,1,A,85.637450199203,82.68966869241306
18315_5907_13001_FY-2018,18315,5907,FY-2018,FY-2018,58.28119235593596,XXX,2,A,,
18315_5952_13001_FY-2028,18315,5952,FY-2028,FY-2028,20.32303169971239,XXX,2,E,-46.57556424206355,-46.57556424206355
18315_4435_13001_1QFY-2028,18315,4435,1QFY-2028,1QFY-2028,10.431378183194415,XXX,2,E,152.41898799416074,-145.35302868658385
18315_3982_13001_4QFY-2022,18315,3982,4QFY-2022,4QFY-2022,326200000.0,INR,1,A,22.95514511873351,16.209476309226932
18315_5640_13001_2HFY-2022,18315,5640,2HFY-2022,2HFY-2022,2177800000.0,INR,1,A,-11.482339552087144,36.7964824120603
18315_41_13001_FY-2032_validation,18315,41,FY-2032,,2.994831211789056,,9,E,,
18315_107_13001_FY-2022_validation,18315,107,FY-2022,,,,9,,,
18315_75_13001_FY-2029_validation,18315,75,FY-2029,,1.6169477269013346,,9,E,,
18315_13741619_13001_3QFY-2018,18315,13741619,3QFY-2018,3QFY-2018,6611600000.0,INR,1,A,,-1.5002309193570014
18315_13741632_13001_FY-2016,18315,13741632,FY-2016,FY-2016,,INR,1,A,,
