id,cid,pid,p,ap,v,ciso,u,dt,yoypc,seqpc
18315_2672_13001_FY-2019,18315,2672,FY-2019,FY-2019,1.309931051596094,XXX,9,A,,
18315_2676_13001_2QFY-2025,18315,2676,2QFY-2025,2QFY-2025,29.036004645760745,XXX,2,A,420.38809260293453,223.35789513682727
18315_2676_13001_FY-2028,18315,2676,FY-2028,FY-2028,25.17221009424723,XXX,2,E,0.6507138584598948,0.6507138584598948
18315_2676_13001_2HFY-2020,18315,2676,2HFY-2020,2HFY-2020,27.031685005965794,XXX,2,A,,1580.574280657226
18315_719488_13001_4QFY-2024,18315,719488,4QFY-2024,4QFY-2024,1308900000.0,INR,1,A,-7.57661347267335,-6.413556413556414
18315_719488_13001_1HFY-2019,18315,719488,1HFY-2019,1HFY-2019,1605233333.3333325,INR,1,A,-12.243968219258008,
18315_719488_13001_1QFY-2018,18315,719488,1QFY-2018,1QFY-2018,824700000.0,INR,1,A,,
18315_719490_13001_3QFY-2026,18315,719490,3QFY-2026,3QFY-2026,11.39972579834026,XXX,2,E,172.2292134692122,-2.196225872847357
18315_719492_13001_4QFY-2023,18315,719492,4QFY-2023,4QFY-2023,40.85935945892182,XXX,2,A,5527.163396620821,3586.771367780251
18315_719492_13001_2QFY-2019,18315,719492,2QFY-2019,2QFY-2019,16.50406916670877,XXX,2,A,-529.7798178992697,4023.2766488657817
18315_719492_13001_FY-2023,18315,719492,FY-2023,FY-2023,-8.206434951287143,XXX,2,A,-3263.8239004501115,-3263.8239004501115
18315_719494_13001_3QFY-2021,18315,719494,3QFY-2021,3QFY-2021,84.57211250748055,XXX,2,A,9987.875214255411,3746.791422725787
18315_719494_13001_FY-2019,18315,719494,FY-2019,FY-2019,-2.011798928853003,XXX,2,A,,
18315_719495_13001_1QFY-2027,18315,719495,1QFY-2027,1QFY-2027,-1.277852060539795,XXX,2,E,-19284.339414741826,-3677.682369012847
18315_719495_13001_3QFY-2026,18315,719495,3QFY-2026,3QFY-2026,43.227139202109775,XXX,2,E,58038.876610084495,-4649.736955088218
18315_193_13001_4QFY-2018,18315,193,4QFY-2018,4QFY-2018,4431800000.0,INR,1,A,,17.632382216323823
18315_263346_13001_4QFY-2024,18315,263346,4QFY-2024,4QFY-2024,7.78314228449011,XXX,2,A,-256.36302033481763,648.2921246913836
18315_195_13001_FY-2017,18315,195,FY-2017,FY-2017,,INR,1,A,,
18315_716477_13001_FY-2027,18315,716477,FY-2027,FY-2027,58895171363.28393,INR,1,E,11.422038579923347,11.422038579923347
18315_716477_13001_2QFY-2024,18315,716477,2QFY-2024,2QFY-2024,11216200000.0,INR,1,A,4.0695516627078385,5.392631292107909
18315_716477_13001_1QFY-2021,18315,716477,1QFY-2021,1QFY-2021,2775600000.0,INR,1,A,-60.34800497149959,-57.43205938285995
18315_203_13001_2QFY-2018,18315,203,2QFY-2018,2QFY-2018,5707799999.999999,INR,1,A,,4.595931830676178
18315_2763_13001_1HFY-2024,18315,2763,1HFY-2024,1HFY-2024,2154800000.0,INR,1,A,32.88110508140109,
18315_2763_13001_1HFY-2020,18315,2763,1HFY-2020,1HFY-2020,1441999999.999999,INR,1,A,50.569071734363625,
18315_2763_13001_4QFY-2016,18315,2763,4QFY-2016,4QFY-2016,,INR,1,A,,
18315_206_13001_1HFY-2021,18315,206,1HFY-2021,1HFY-2021,19500000.0,INR,1,A,-17.372881355932204,-14.473684210526317
18315_206_13001_1QFY-2017,18315,206,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_208_13001_3QFY-2019,18315,208,3QFY-2019,3QFY-2019,995500000.0,INR,1,A,18.160237388724035,15.153267784846605
18315_209_13001_1QFY-2017,18315,209,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_220_13001_2HFY-2020,18315,220,2HFY-2020,2HFY-2020,,XXX,6,A,,
18315_5873_13001_FY-2022,18315,5873,FY-2022,FY-2022,17.102666032833262,XXX,2,A,176.90131349376338,176.90131349376338
18315_5883_13001_1QFY-2025,18315,5883,1QFY-2025,1QFY-2025,944687893.9881707,INR,1,A,-10.915403105509748,-3.343214255083497
18315_5883_13001_FY-2025,18315,5883,FY-2025,FY-2025,3314217193.243299,INR,1,A,-21.568620248225148,-21.568620248225148
18315_617227_13001_FY-2028,18315,617227,FY-2028,FY-2028,120092714.28571428,XXX,59,E,10.07123901815002,10.07123901815002
18315_719642_13001_FY-2027,18315,719642,FY-2027,FY-2027,9891242505.839273,INR,1,E,13.576773667986416,13.576773667986416
18315_719642_13001_2QFY-2024,18315,719642,2QFY-2024,2QFY-2024,1797100000.0,INR,1,A,38.86871184607063,6.205307014951835
18315_719642_13001_2QFY-2027,18315,719642,2QFY-2027,2QFY-2027,2045920575.43962,INR,1,E,12.672779829440529,8.685690861007375
18315_719642_13001_2HFY-2021,18315,719642,2HFY-2021,2HFY-2021,3727000000.0,INR,1,A,82.07132388861751,173.8025271818983
18315_719642_13001_1QFY-2023,18315,719642,1QFY-2023,1QFY-2023,1535900000.0,INR,1,A,90.98482964436691,-7.442449077979993
18315_719642_13001_3QFY-2023,18315,719642,3QFY-2023,3QFY-2023,1330700000.0,INR,1,A,-27.61640557006092,2.8282203848234295
18315_4389_13001_FY-2018,18315,4389,FY-2018,FY-2018,-176000000.0,INR,1,A,,
18315_4398_13001_1HFY-2023,18315,4398,1HFY-2023,1HFY-2023,10.18,INR,1,A,1.6324648241205937,-25.46041142437322
18315_716478_13001_FY-2028,18315,716478,FY-2028,FY-2028,10.61369968510986,XXX,2,E,-59.18993702882389,-59.18993702882389
18315_716479_13001_FY-2026,18315,716479,FY-2026,FY-2026,7.741711901189663,XXX,2,E,-239.4853195570204,-239.4853195570204
18315_716479_13001_1HFY-2020,18315,716479,1HFY-2020,1HFY-2020,2.339528187914608,XXX,2,A,-404.2648201188055,
18315_716479_13001_4QFY-2021,18315,716479,4QFY-2021,4QFY-2021,46.08152874056806,XXX,2,A,6610.704050909782,3299.371004368421
18315_716479_13001_1HFY-2024,18315,716479,1HFY-2024,1HFY-2024,4.787677734206464,XXX,2,A,-3108.8195924771785,
18315_746505_13001_2HFY-2020,18315,746505,2HFY-2020,2HFY-2020,10.663585341696926,XXX,2,A,,-59.27500580782841
18315_716479_13001_4QFY-2028,18315,716479,4QFY-2028,4QFY-2028,13.022806035824878,XXX,2,E,-143.14639018609972,258.69225893912267
18315_4429_13001_2QFY-2019,18315,4429,2QFY-2019,2QFY-2019,10.393899729079784,XXX,2,A,353.90674384578193,2279.5904955467713
18315_4432_13001_4QFY-2018,18315,4432,4QFY-2018,4QFY-2018,10.843785632839225,XXX,2,A,,2353.666766370035
18315_4433_13001_2QFY-2028,18315,4433,2QFY-2028,2QFY-2028,10.715645047606609,XXX,2,E,-1182.8388362104408,2389.151219613236
18315_4445_13001_FY-2023,18315,4445,FY-2023,FY-2023,-5.346218636403937,XXX,2,A,-1542.747019165175,-1542.747019165175
18315_719643_13001_2QFY-2020,18315,719643,2QFY-2020,2QFY-2020,14.72407231208373,XXX,2,A,-29.15761692552845,-41.5667779441387
18315_719643_13001_3QFY-2019,18315,719643,3QFY-2019,3QFY-2019,15.928865218308374,XXX,2,A,-70.23082747442402,91.32167369693605
18315_719643_13001_2HFY-2022,18315,719643,2HFY-2022,2HFY-2022,16.119042571820938,XXX,2,A,-469.2536416692768,-87.6026506676471
18315_719643_13001_4QFY-2019,18315,719643,4QFY-2019,4QFY-2019,15.07892703388895,XXX,2,A,-92.95525138685025,-84.99381844194235
18315_719643_13001_4QFY-2018,18315,719643,4QFY-2018,4QFY-2018,16.008479547757453,XXX,2,A,,-62.26939452951612
18315_719644_13001_1QFY-2025,18315,719644,1QFY-2025,1QFY-2025,-1.173274765923015,XXX,2,A,265.1892904873848,204.31485713259642
18315_719645_13001_FY-2026,18315,719645,FY-2026,FY-2026,25.534186264981663,XXX,2,E,2317.259388321494,2317.259388321494
18315_719645_13001_4QFY-2021,18315,719645,4QFY-2021,4QFY-2021,104.48752275891621,XXX,2,A,12853.990603531121,4121.616732911293
18315_719645_13001_1HFY-2024,18315,719645,1HFY-2024,1HFY-2024,23.293286219081214,XXX,2,A,1482.6765196506358,
18315_719645_13001_FY-2019,18315,719645,FY-2019,FY-2019,-1.505390481199053,XXX,2,A,,
18315_719645_13001_2HFY-2021,18315,719645,2HFY-2021,2HFY-2021,82.07132388861751,XXX,2,A,,11762.260055070277
18315_719645_13001_1QFY-2021,18315,719645,1QFY-2021,1QFY-2021,-107.14308186699226,XXX,2,A,-11660.80313837902,-8309.069859059724
18315_719645_13001_3QFY-2022,18315,719645,3QFY-2022,3QFY-2022,1.138801782472355,XXX,2,A,-6213.255364733093,-2447.1887896698076
18315_746511_13001_FY-2021,18315,746511,FY-2021,FY-2021,30.644532656883438,XXX,2,A,4524.217164296571,4524.217164296571
18315_746511_13001_FY-2020,18315,746511,FY-2020,FY-2020,-14.597638986082275,XXX,2,A,-1258.7199380829848,-1258.7199380829848
18315_746512_13001_4QFY-2022,18315,746512,4QFY-2022,4QFY-2022,-20.825515947467167,XXX,2,A,-5389.7037230789965,-2150.404232735495
18315_746512_13001_1HFY-2020,18315,746512,1HFY-2020,1HFY-2020,-3.973407544836101,XXX,2,A,2303.1295216528974,
18315_746512_13001_1QFY-2024,18315,746512,1QFY-2024,1QFY-2024,31.173004820567755,XXX,2,A,1609.5523631029978,2312.0225156261945
18315_746512_13001_2QFY-2024,18315,746512,2QFY-2024,2QFY-2024,109.16552667578637,XXX,2,A,16345.97402829257,7799.252185521861
18315_746512_13001_1HFY-2025,18315,746512,1HFY-2025,1HFY-2025,-37.840875169883766,XXX,2,A,-10326.59277382225,
18315_4515_13001_4QFY-2027,18315,4515,4QFY-2027,4QFY-2027,-18.193062989160246,XXX,2,E,-1630.8242130015933,-2067.2800771584134
18315_746508_13001_1QFY-2022,18315,746508,1QFY-2022,1QFY-2022,-67.21411192214106,XXX,2,A,8320.8769824745,-7382.198430395806
18315_746508_13001_1QFY-2024,18315,746508,1QFY-2024,1QFY-2024,-2.06891681965824,XXX,2,A,699.9490021025828,-4292.827627858006
18315_746508_13001_1HFY-2022,18315,746508,1HFY-2022,1HFY-2022,-35.268823954050376,XXX,2,A,850.5573676855512,-31665.49862715031
18315_746508_13001_2HFY-2022,18315,746508,2HFY-2022,2HFY-2022,40.171644685802875,XXX,2,A,-24121.451763164983,7544.046863985325
18315_746508_13001_3QFY-2023,18315,746508,3QFY-2023,3QFY-2023,4.991645781119356,XXX,2,A,274.0103179045049,2600.1296857585494
18315_2478_13001_FY-2026,18315,2478,FY-2026,FY-2026,1888094554.24872,INR,1,E,-14.376012233063356,-14.376012233063356
18315_4532_13001_2QFY-2027,18315,4532,2QFY-2027,2QFY-2027,22.24946326176021,XXX,2,E,-1671.2211951660033,1901.6652047238495
18315_2493_13001_FY-2026,18315,2493,FY-2026,FY-2026,1.956593826642226,XXX,9,E,20.087931483420927,20.087931483420927
18315_2495_13001_1HFY-2025,18315,2495,1HFY-2025,1HFY-2025,143.82861278648974,INR,1,A,4.8709521394288116,
18315_2495_13001_1HFY-2023,18315,2495,1HFY-2023,1HFY-2023,130.9526171682289,INR,1,A,35.57329008724516,-3.7688539116484203
18315_2496_13001_4QFY-2019,18315,2496,4QFY-2019,4QFY-2019,38.64787626792263,XXX,2,A,-226.46083995617659,-185.12272967261723
18315_2497_13001_4QFY-2019,18315,2497,4QFY-2019,4QFY-2019,12.419815775594559,XXX,2,A,-54.08263234934907,-58.50882530913726
18315_5589_13001_1HFY-2025,18315,5589,1HFY-2025,1HFY-2025,167.20414957780457,INR,1,A,7.875383845494099,
18315_5885_13001_FY-2025,18315,5885,FY-2025,FY-2025,23676300000.0,INR,1,A,4.025922671353252,4.025922671353252
18315_4433_13001_FY-2025,18315,4433,FY-2025,FY-2025,-30.26699201629907,XXX,2,A,-5279.5293903091815,-5279.5293903091815
18315_5596_13001_FY-2025,18315,5596,FY-2025,FY-2025,5948049999.999999,INR,1,A,-2.5389152875635093,-2.5389152875635093
18315_2676_13001_3QFY-2025,18315,2676,3QFY-2025,3QFY-2025,26.58304498269894,XXX,2,A,60.42996964459384,-245.29596630618045
18315_4398_13001_4QFY-2022,18315,4398,4QFY-2022,4QFY-2022,6.02112,INR,1,A,-24.718233692658746,-21.59023373217506
18315_2675_13001_1QFY-2025,18315,2675,1QFY-2025,1QFY-2025,39.10909090909091,XXX,9,A,48.608341690755715,58.06180067926573
18315_5632_13001_4QFY-2020,18315,5632,4QFY-2020,4QFY-2020,6520400000.0,INR,1,A,-20.02551176852976,-12.041009038176178
18315_4384_13001_FY-2021,18315,4384,FY-2021,FY-2021,4427500000.0,INR,1,A,96.62921348314607,96.62921348314607
18315_4438_13001_4QFY-2020,18315,4438,4QFY-2020,4QFY-2020,-24.052383276394988,XXX,2,A,-2644.2655617529326,-1619.009742023344
18315_5636_13001_FY-2024,18315,5636,FY-2024,FY-2024,4334500000.0,INR,1,A,22.99594222638404,22.99594222638404
18315_5400_13001_FY-2024,18315,5400,FY-2024,FY-2024,12.0,INR,1,A,33.35664806028472,33.35664806028472
18315_5657_13001_FY-2022,18315,5657,FY-2022,FY-2022,6106900000.0,INR,1,A,20.020832514445186,20.020832514445186
18315_300085_13001_2QFY-2023,18315,300085,2QFY-2023,2QFY-2023,10.704124081968056,XXX,2,A,-2593.2554701487616,-6880.3051077381015
18315_4397_13001_3QFY-2023,18315,4397,3QFY-2023,3QFY-2023,4.668341708542714,INR,1,A,-39.0919521389936,6.384196965359319
18315_4519_13001_2QFY-2025,18315,4519,2QFY-2025,2QFY-2025,-6.178924636622495,XXX,2,A,-658.8161571922179,614.0510739430736
18315_13741661_13001_FY-2025,18315,13741661,FY-2025,FY-2025,3380800000.0,INR,1,A,15.271574209826452,15.271574209826452
18315_13741686_13001_FY-2025,18315,13741686,FY-2025,FY-2025,1654000000.0,INR,1,A,12.097594035920027,12.097594035920027
18315_15123880_13001_1QFY-2026,18315,15123880,1QFY-2026,1QFY-2026,51250000.0,XXX,59,A,-12.122770919067214,0.0
18315_13741698_13001_FY-2021,18315,13741698,FY-2021,FY-2021,1396400000.0,INR,1,A,230.6023194912084,230.6023194912084
18315_13799004_13001_4QFY-2020,18315,13799004,4QFY-2020,4QFY-2020,15630000.0,XXX,6,A,-9.338747099767982,-10.01727115716753
18315_13741624_13001_3QFY-2022,18315,13741624,3QFY-2022,3QFY-2022,2234200000.0,INR,1,A,69.5658773527626,25.813717761009126
18315_15123917_13001_FY-2022,18315,15123917,FY-2022,FY-2022,111.01067719760128,INR,1,A,38.756657495001264,38.756657495001264
18315_13799002_13001_3QFY-2023,18315,13799002,3QFY-2023,3QFY-2023,15490000.0,XXX,6,A,9.31545518701482,3.0605455755156354
18315_13741654_13001_FY-2022,18315,13741654,FY-2022,FY-2022,647800000.0,INR,1,A,0.2786377708978328,0.2786377708978328
18315_15123916_13001_2QFY-2025,18315,15123916,2QFY-2025,2QFY-2025,36.24113533053371,INR,1,A,-5.239683150207187,3.191459860110152
18315_54_13001_FY-2024_validation,18315,54,FY-2024,,,,9,,,
18315_13741634_13001_1HFY-2018,18315,13741634,1HFY-2018,1HFY-2018,12428199999.999994,INR,1,A,,
18315_13741677_13001_2QFY-2026,18315,13741677,2QFY-2026,2QFY-2026,357.1315609756098,INR,1,E,-0.30207310176553415,0.3099999999999913
18315_13741677_13001_2QFY-2019,18315,13741677,2QFY-2019,2QFY-2019,316.027944111776,INR,1,A,-10.293783804465024,-3.0172259078404515
18315_13799003_13001_FY-2016,18315,13799003,FY-2016,FY-2016,,XXX,6,A,,
18315_31_13001_FY-2020_validation,18315,31,FY-2020,,2.1321665521134183,,9,A,,
18315_101_13001_FY-2022_validation,18315,101,FY-2022,,,,9,,,
18315_40_13001_FY-2021_validation,18315,40,FY-2021,,2.095163718163343,,9,A,,
18315_105_13001_FY-2025_validation,18315,105,FY-2025,,,,9,,,
18315_40_13001_FY-2028_validation,18315,40,FY-2028,,3.540010024808616,,9,E,,
18315_72_13001_FY-2027_validation,18315,72,FY-2027,,2.3051073235588015,,9,E,,
18315_13741619_13001_4QFY-2028,18315,13741619,4QFY-2028,4QFY-2028,17916329024.9325,INR,1,E,17.070035570809576,21.464878620313318
18315_13741619_13001_3QFY-2019,18315,13741619,3QFY-2019,3QFY-2019,7585600000.0,INR,1,A,14.731683707423315,4.584246735878452
18315_13741620_13001_2HFY-2020,18315,13741620,2HFY-2020,2HFY-2020,3675200000.0,INR,1,A,,-0.37678566588056706
18315_13741620_13001_3QFY-2028,18315,13741620,3QFY-2028,3QFY-2028,,INR,1,E,,
18315_13741621_13001_FY-2027,18315,13741621,FY-2027,FY-2027,12337570422.848515,INR,1,E,12.236491060308628,12.236491060308628
18315_13741623_13001_2QFY-2023,18315,13741623,2QFY-2023,2QFY-2023,1138300000.0,INR,1,A,11.587099303989804,-0.4895532826296005
18315_13741623_13001_1HFY-2019,18315,13741623,1HFY-2019,1HFY-2019,1709600000.0,INR,1,A,8.216229902519306,
18315_13741623_13001_2QFY-2019,18315,13741623,2QFY-2019,2QFY-2019,840700000.0,INR,1,A,3.267411865864144,-3.245482794337668
18315_13741624_13001_3QFY-2017,18315,13741624,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13741625_13001_1HFY-2021,18315,13741625,1HFY-2021,1HFY-2021,525800000.0,INR,1,A,1.173754088897441,-6.30791161796151
18315_13741626_13001_3QFY-2016,18315,13741626,3QFY-2016,3QFY-2016,,INR,1,A,,
18315_13741626_13001_3QFY-2017,18315,13741626,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13741628_13001_FY-2028,18315,13741628,FY-2028,FY-2028,6916972627.884119,INR,1,E,15.050619701006143,15.050619701006143
18315_13741628_13001_3QFY-2026,18315,13741628,3QFY-2026,3QFY-2026,1282370550.85787,INR,1,E,53.33858075545482,8.906391964949675
18315_13741635_13001_4QFY-2017,18315,13741635,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_13741637_13001_3QFY-2019,18315,13741637,3QFY-2019,3QFY-2019,4.086756186301552,INR,1,A,19.608013595928412,22.486420997706734
18315_13741639_13001_FY-2018,18315,13741639,FY-2018,FY-2018,176000000.0,INR,1,A,,
18315_13741656_13001_FY-2018,18315,13741656,FY-2018,FY-2018,1098500000.0,INR,1,A,,
18315_13741667_13001_1HFY-2021,18315,13741667,1HFY-2021,1HFY-2021,53200000.0,INR,1,A,609.3333333333334,406.66666666666663
18315_13741667_13001_3QFY-2028,18315,13741667,3QFY-2028,3QFY-2028,10000000.0000034,INR,1,E,0.00000000010199844837195657,0.00000000008998438715939791
18315_13741668_13001_2HFY-2020,18315,13741668,2HFY-2020,2HFY-2020,1508600000.0,INR,1,A,,-6.6402623924747814
18315_13741668_13001_1HFY-2025,18315,13741668,1HFY-2025,1HFY-2025,2593300000.0,INR,1,A,-10.6775049082079,
18315_13741671_13001_3QFY-2017,18315,13741671,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13741673_13001_3QFY-2016,18315,13741673,3QFY-2016,3QFY-2016,,XXX,6,A,,
18315_13741672_13001_3QFY-2026,18315,13741672,3QFY-2026,3QFY-2026,3012683646.827088,INR,1,E,13.651865354877316,0.4647720765871795
18315_13741673_13001_1QFY-2018,18315,13741673,1QFY-2018,1QFY-2018,8680000.0,XXX,6,A,,
18315_13741674_13001_4QFY-2026,18315,13741674,4QFY-2026,4QFY-2026,7330165.493333333,XXX,6,E,13.470054076367385,9.953535754872531
18315_13741674_13001_1QFY-2018,18315,13741674,1QFY-2018,1QFY-2018,4510000.0,XXX,6,A,,
18315_13741675_13001_1HFY-2023,18315,13741675,1HFY-2023,1HFY-2023,11640000.0,XXX,6,A,15.476190476190476,-23.971260613977794
18315_13741676_13001_FY-2026,18315,13741676,FY-2026,FY-2026,379.630907724211,INR,1,E,1.9481219654396655,1.9481219654396655
18315_13741676_13001_3QFY-2028,18315,13741676,3QFY-2028,3QFY-2028,368.766101694915,INR,1,E,-3.655879639586758,0.0
18315_13741677_13001_3QFY-2019,18315,13741677,3QFY-2019,3QFY-2019,327.532956685499,INR,1,A,-0.21779473453088283,3.640504831323975
18315_13741677_13001_1HFY-2018,18315,13741677,1HFY-2018,1HFY-2018,365.69878885339375,INR,1,A,,
18315_13741678_13001_1QFY-2020,18315,13741678,1QFY-2020,1QFY-2020,290.735632183908,INR,1,A,4.495167535595573,0.930809923675056
18315_13741683_13001_3QFY-2022,18315,13741683,3QFY-2022,3QFY-2022,159200000.0,XXX,6,A,0.06285355122564425,0.0
18315_13741683_13001_3QFY-2026,18315,13741683,3QFY-2026,3QFY-2026,159282000.0,XXX,6,E,-0.011299435028248588,0.0
18315_13741684_13001_2HFY-2020,18315,13741684,2HFY-2020,2HFY-2020,158938000.0,XXX,6,A,,0.0
18315_13741688_13001_2QFY-2019,18315,13741688,2QFY-2019,2QFY-2019,,INR,1,A,,
18315_13741710_13001_3QFY-2017,18315,13741710,3QFY-2017,3QFY-2017,,INR,1,A,,
18315_13741737_13001_4QFY-2019,18315,13741737,4QFY-2019,4QFY-2019,4.15,INR,1,A,-0.02008892190596731,1.715686274509811
18315_13741770_13001_4QFY-2017,18315,13741770,4QFY-2017,4QFY-2017,,INR,1,A,,
18315_13741772_13001_FY-2026,18315,13741772,FY-2026,FY-2026,-124573571.17580287,INR,1,E,37.020439243780146,37.020439243780146
18315_13741773_13001_1HFY-2025,18315,13741773,1HFY-2025,1HFY-2025,-652300000.0,INR,1,A,2.481686350725071,
18315_13741775_13001_1QFY-2017,18315,13741775,1QFY-2017,1QFY-2017,,INR,1,A,,
18315_13766601_13001_2HFY-2022,18315,13766601,2HFY-2022,2HFY-2022,7816400000.0,INR,1,A,5.301162618383651,28.25544762404831
18315_13766602_13001_1HFY-2023,18315,13766602,1HFY-2023,1HFY-2023,1658200000.0,INR,1,A,4.158291457286432,-23.858940214895767
18315_13766602_13001_1QFY-2018,18315,13766602,1QFY-2018,1QFY-2018,500050000.0,INR,1,A,,
18315_13766603_13001_FY-2016,18315,13766603,FY-2016,FY-2016,,INR,1,A,,
18315_13766603_13001_1QFY-2018,18315,13766603,1QFY-2018,1QFY-2018,,INR,1,A,,
18315_13766605_13001_2QFY-2020,18315,13766605,2QFY-2020,2QFY-2020,-8100000.0,INR,1,A,76.2811127379211,
18315_13798997_13001_3QFY-2024,18315,13798997,3QFY-2024,3QFY-2024,105.3717237594648,XXX,2,A,-258.71640896825454,969.0091527210001
18315_13798997_13001_1QFY-2018,18315,13798997,1QFY-2018,1QFY-2018,94.3137254901961,XXX,2,A,,
18315_13798999_13001_2HFY-2021,18315,13798999,2HFY-2021,2HFY-2021,,XXX,2,A,,
18315_13799003_13001_2HFY-2021,18315,13799003,2HFY-2021,2HFY-2021,7584444.444444444,XXX,6,A,-29.77366255144033,64.87922705314008
18315_14070069_13001_FY-2024,18315,14070069,FY-2024,FY-2024,17801400000.0,INR,1,A,8.275094429137091,8.275094429137091
18315_14454791_13001_FY-2027,18315,14454791,FY-2027,FY-2027,566305052.505985,INR,1,E,39.54691375017488,39.54691375017488
18315_15030367_13001_3QFY-2028,18315,15030367,3QFY-2028,3QFY-2028,1443946614.2026114,INR,1,E,-4.786547229007372,0.7705772794095856
18315_15123882_13001_2HFY-2020,18315,15123882,2HFY-2020,2HFY-2020,,XXX,59,A,,
18315_15123916_13001_1QFY-2019,18315,15123916,1QFY-2019,1QFY-2019,50.614727153188696,INR,1,A,8.61151848626092,11.190704099097276
18315_15123916_13001_1QFY-2020,18315,15123916,1QFY-2020,1QFY-2020,28.06427218480341,INR,1,A,-44.55314932378258,7.482774303827666
18315_15182885_13001_2HFY-2020,18315,15182885,2HFY-2020,2HFY-2020,,XXX,2,A,,
18315_15182885_13001_1HFY-2022,18315,15182885,1HFY-2022,1HFY-2022,13.433992743663733,XXX,2,A,499.6205516497977,
18315_15182887_13001_4QFY-2021,18315,15182887,4QFY-2021,4QFY-2021,20.044933911454997,XXX,2,A,572.5260271800987,-163.77171048633522
18315_15182887_13001_1HFY-2025,18315,15182887,1HFY-2025,1HFY-2025,14.50027691577365,XXX,2,A,-146.23920688318802,
18315_15321060_13001_3QFY-2024,18315,15321060,3QFY-2024,3QFY-2024,6.780020631538355,INR,1,A,46.53533594093213,-2.580752521072957
18315_15321063_13001_3QFY-2021,18315,15321063,3QFY-2021,3QFY-2021,1210300000.0,INR,1,A,97.5677440417891,35.01784917447568
18315_15321072_13001_3QFY-2026,18315,15321072,3QFY-2026,3QFY-2026,9.092532642609333,INR,1,E,81.10033132879056,
18315_5634_13001_2QFY-2016,18315,5634,2QFY-2016,2QFY-2016,,INR,1,A,,
18315_5634_13001_1HFY-2020,18315,5634,1HFY-2020,1HFY-2020,1592300000.0,INR,1,A,-0.8036381759282332,
18315_2051_13001_2QFY-2025,18315,2051,2QFY-2025,2QFY-2025,26823700000.0,INR,1,A,,
18315_2051_13001_1HFY-2024,18315,2051,1HFY-2024,1HFY-2024,24870800000.0,INR,1,A,,
18315_5636_13001_1HFY-2021,18315,5636,1HFY-2021,1HFY-2021,620200000.0,INR,1,A,-56.99029126213592,-44.19148744713399
18315_5636_13001_1HFY-2022,18315,5636,1HFY-2022,1HFY-2022,1592000000.0,INR,1,A,156.69138987423412,-35.29244401089298
18315_5637_13001_1QFY-2018,18315,5637,1QFY-2018,1QFY-2018,509800000.0,INR,1,A,,
18315_5640_13001_FY-2016,18315,5640,FY-2016,FY-2016,,INR,1,A,,
18315_5644_13001_2QFY-2016,18315,5644,2QFY-2016,2QFY-2016,,INR,1,A,,
18315_5644_13001_2HFY-2021,18315,5644,2HFY-2021,2HFY-2021,,INR,1,A,,
18315_5645_13001_2QFY-2026,18315,5645,2QFY-2026,2QFY-2026,7.395622926910825,INR,1,E,39.76050764811712,8.123142206298612
18315_526_13001_FY-2026,18315,526,FY-2026,FY-2026,326792394.36619717,INR,1,E,-0.1550887973733062,-0.1550887973733062
18315_3084_13001_3QFY-2019,18315,3084,3QFY-2019,3QFY-2019,16310000.0,XXX,6,A,15.42816702052371,-6.639954207212365
18315_5652_13001_3QFY-2018,18315,5652,3QFY-2018,3QFY-2018,6611600000.0,INR,1,A,,-1.5002309193570014
18315_5652_13001_1HFY-2021,18315,5652,1HFY-2021,1HFY-2021,9900700000.0,INR,1,A,-30.01406688485654,-28.94268448476323
18315_5652_13001_2QFY-2024,18315,5652,2QFY-2024,2QFY-2024,11216200000.0,INR,1,A,4.0695516627078385,5.392631292107909
18315_5654_13001_1QFY-2016,18315,5654,1QFY-2016,1QFY-2016,,INR,1,A,,
18315_5656_13001_3QFY-2022,18315,5656,3QFY-2022,3QFY-2022,7.679043423536816,INR,1,A,2.589540945014301,5.062855174789063
18315_5656_13001_FY-2018,18315,5656,FY-2018,FY-2018,14.64850934910338,INR,1,A,,
18315_5657_13001_1HFY-2021,18315,5657,1HFY-2021,1HFY-2021,1361200000.0,INR,1,A,-35.54924242424242,-33.50268685881778
18315_5658_13001_1HFY-2025,18315,5658,1HFY-2025,1HFY-2025,143.82861278648974,INR,1,A,4.8709521394288116,
18315_300072_13001_4QFY-2027,18315,300072,4QFY-2027,4QFY-2027,-7.393939814811792,XXX,2,E,-6054.28112670655,-3157.8202325430816
18315_300072_13001_2QFY-2019,18315,300072,2QFY-2019,2QFY-2019,-26.017011834319526,XXX,2,A,,285.647170120945
18315_553_13001_FY-2019,18315,553,FY-2019,FY-2019,23718800000.0,INR,1,A,10.82049628788622,10.82049628788622
18315_553_13001_1HFY-2024,18315,553,1HFY-2024,1HFY-2024,34080500000.0,INR,1,A,,
18315_300086_13001_1QFY-2019,18315,300086,1QFY-2019,1QFY-2019,-12.402005226387926,XXX,2,A,,-2584.504473271015
